merchant,category
imps cafe reff144c5 spotify pune 24980,Food & Dining
imps zmt upi 48bd6318,Food & Dining
jio blr 37771 imps,Bills & Utilities
upi txn meesho,Shopping
meesho,Shopping
prm vd txn hyd 4632 mtr tckt,Entertainment
Sln Srvc827,Services
hpcl pump imps 14591,Fuel
bpcl petrl&4130 imps 69905,Fuel
prkng f dl gs bll 97811,Others
kfc imps 41434,Food & Dining
1053 txn vijayawada ac repair omni corp,Services
upi txn tata cliq imps 32733,Shopping
75381 vendor payment car wash imps mum,Others
urban company,Services
phonepe zmto imps 39611,Food & Dining
rapido pos 22888,Travel
recharge dth upi 3e02542e,Bills & Utilities
visa *jiomartgrocery6043,Groceries
myntra gpay upi be4231f8,Shopping
ajio neft imps 33755,Shopping
upi txn dominos/8471 imps 70561,Food & Dining
phonepe unknowntransaction4224,Others
vpa jio postpaid!9809 imps 34426,Bills & Utilities
paytm house cleaning/6088 upi ab7940a9,Services
imps 79183 daily mart,Health & Medical
txn%5223 unknown upi cbd87a1b,Others
rapido@4204 imps 24094,Travel
gpay-HotstarPremium-7665,Entertainment
general store upi b5e323c1,Others
urban company imps 35206,Services
unknown txn-9456 imps 37989,Others
myntra neft,Shopping
upi txn 1mg!1633 pos 87663,Health & Medical
more supermarket pos 50279,Groceries
TNEBElectircityBill#597,Bills & Utilities
amzn prime!4750 pos 21922,Entertainment
neft indigo airlines-9547 pos 36174,Travel
gift shop pos 93495,Others
SaloneSrvice#124,Services
kol 93174 indigo iocl ref,Travel
mum bbnow 21374,Groceries
20773 hyd uber,Travel
airtel recharge pos 47176,Bills & Utilities
grofers pos 9954,Groceries
irctc pos 28460,Travel
blink go cab pos 24342,Travel
46097 txn jio ola,Travel
blr bharat petroleum bookmyshow 34590,Entertainment
bigbasket imps 85687,Groceries
transfer upi 25f1fcad,Others
water bill pos 78046,Bills & Utilities
reliance fresh imps 69862,Groceries
Airtel Recharge txn73938,Bills & Utilities
7275 nykaa card burger king del,Shopping
general store upi 39a344af,Others
hpcl pump imps 79703,Fuel
phonepe-Flipkart-5219,Shopping
rtl 32180,Bills & Utilities
vijayawada iocl decathlon,Fuel
gpay-Amazon-7781,Shopping
ac service upi f77c55dc,Services
hpcl pump,Fuel
imps water bill/356 imps 71821,Bills & Utilities
neft rapido/2558,Travel
kfc chennai ajio global stores,Shopping
pharmeasy imps 47690,Health & Medical
misc payment,Others
reliance fresh card 99332 daily mart noida,Groceries
meesho imps 96425,Shopping
reliance fresh,Groceries
max hsptl pos 67256,Health & Medical
hpcl pump imps 47885,Fuel
utr hotstar pos 85104,Entertainment
gpay big bazaar imps 76353,Groceries
cafecoffee upi acbefee6,Food & Dining
hspitl#5337 max imps 41272,Health & Medical
ord 35766 refa36d76 burger king urban mall hyd electrician,Food & Dining
decathlon,Shopping
gift shop!4061 pos 41245,Others
chennai flipkart electrician,Shopping
hotstar pos 83967,Entertainment
hpcl pump pos 76938,Fuel
meesho imps 96425,Shopping
AC Repair Service txn98568,Services
imps rapido%6225 imps 30163,Travel
pathlab mum prime video pay,Entertainment
gpay unknown txn upi 074e57ae,Others
amazon prime pos 79661,Entertainment
ref76bb12 jio ola 89491 pune,Bills & Utilities
JioMart Grocery txn39671,Groceries
urban mall gurgaon hpcl 11114,Services
general store upi 5fea5e87,Others
quickpay 57381 ref goibibo,Shopping
kfc upi 1d2a2057,Food & Dining
salon neft service upi a7b606c6,Services
pn bhrt ptrlm 97120 pvr,Fuel
Zmt252,Food & Dining
ajio pos 29409,Shopping
visa *urbancompany7533,Services
electricity bill upi d77d3e34,Bills & Utilities
airtel recharge upi 3712a519,Bills & Utilities
vpa spencers&2350 upi 56f2f381,Groceries
ref kfc fastlane vijayawada mcdonalds,Food & Dining
91616 rd strbcks rf0fc81 mtr nd,Fuel
gpay-Myntra-6584,Shopping
vendor payment noida 59352 kfc daily mart paytm,Food & Dining
reliance fresh upi d0e2d144,Groceries
max hospital pos 4082,Health & Medical
meesho imps 74521,Shopping
shell fuel_7511 upi 04246146,Fuel
ola imps 96692,Travel
hotstar imps 61719,Entertainment
fortis netflix 90317,Entertainment
medplus pos 9822,Health & Medical
indigo airlines pos 22441,Travel
J Fbr Bll719,Bills & Utilities
34103 vijayawada parking fee pvr ref,Others
Spotify txn17906,Entertainment
zee5,Entertainment
imps water bill imps 21848,Bills & Utilities
parking fee gurgaon local kirana travelmart,Groceries
unknown txn pos 79955,Others
indigo airlines upi ad0e90d8,Travel
Strbcks264,Food & Dining
mum pathlab tata cliq paytm,Shopping
phonepe max hsptl imps 39129,Health & Medical
TNEBEletcricityBill#836,Bills & Utilities
kfc imps 32287,Food & Dining
netflix&598,Entertainment
urban company imps 93518,Services
utr medplus upi b88f392b,Health & Medical
water bill_9783 pos 7241,Bills & Utilities
jivayu ord4772,Health & Medical
Htstr Prmm123,Entertainment
McDonald's txn17551,Food & Dining
grofers upi f57843b1,Groceries
myntra upi 7f37a0b8,Shopping
prime mart card,Health & Medical
burger king upi 94016446,Food & Dining
burger king imps 35567,Food & Dining
irctc pos 7858,Travel
more supermarket pos 68237,Groceries
rbn cmpny pytm 46249 csh wthdrwl,Services
more supermarket pos 96730,Groceries
irctc pos 9087,Travel
sony liv!5394 imps 46102,Entertainment
dth recharge imps 11714,Bills & Utilities
ola@2977 neft imps 33674,Travel
hpcl pump pos 48078,Fuel
vendor payment salon kol,Others
grgn 13356 nn srvcs rf39594 rd,Shopping
frts 19780 xprss mrt chnn,Entertainment
bpcl petrol pos 32524,Fuel
bookmyshow upi,Entertainment
meesho,Shopping
morsup ord4733,Groceries
transfer imps 54777,Others
gift shop imps 52146,Others
jio postpaid pos 65748,Bills & Utilities
irctc pos 9087,Travel
PVR Cinemas txn33231,Entertainment
neft company urban upi f59f78c8,Services
big bazaar pos 99513,Groceries
unknown txn upi dafa8f41,Others
general store utr,Others
Sln Srvc277,Services
zomato imps 84237,Food & Dining
dmart neft,Groceries
hotstar upi 2cae5116,Entertainment
iocl pump pos 45898,Fuel
bpcl petrol upi 7d2f0ee6,Fuel
utr big bazaar_3484 imps 80701,Groceries
ola imps 98620,Travel
paytm transfer-133 upi 50b8ed39,Others
quickpay 94073 pos,Shopping
iocl pump,Fuel
burger king bpcl 28742 paytm,Food & Dining
unknown txn imps 28450,Others
electricity bill upi 0f4b13cb,Bills & Utilities
grofers pos 33653,Groceries
imps misc payment bbnow hyd,Groceries
Nyk798,Shopping
amazon prime pos 30174,Entertainment
neft apollo pharmacy upi bfbfa5ea,Health & Medical
gift shop,Others
pharmeasy,Health & Medical
noida ord onepay,Food & Dining
ord nykaa pathlab city plaza,Health & Medical
meesho,Shopping
can water delivery upi 13c2b895,Services
amazon upi 52f71d47,Shopping
cleaning_9874 house upi c6e43435,Services
airtel recharge pos 81543,Bills & Utilities
myntra,Shopping
max hospital imps 50175,Health & Medical
airtel recharge imps 63730,Bills & Utilities
jivayu ord92,Health & Medical
decathlon imps 50838,Shopping
BPCL Pump txn85245,Fuel
Crm Rtl671,Shopping
Ajio txn16963,Shopping
gpay sony liv*5236,Entertainment
amaon-6696,Shopping
irctc upi c7f64589,Travel
house cleaning upi 94f13d0e,Services
noida ref683403 irctc upi 55151,Travel
shell fuel_3253 pos 51324,Fuel
misc payment upi 92cfe818,Others
gascylbo ord9649,Bills & Utilities
decathlon upi 34720998,Shopping
vijayawada 49135 netflix city plaza paytm,Entertainment
paytm dth recharge&7558 imps 17313,Bills & Utilities
paytm shell fuel-8014,Fuel
Gs Cylndr Bkng578,Bills & Utilities
nyk grn frsh 50882 pytm grgn,Others
house cleaning&8867 upi cb417d17,Services
Chai Point,Food & Dining
spotify pos dth,Entertainment
gift shop upi d465823f,Others
br Rds450,Travel
imps bookmyshow%4025 upi 7c943f3d,Entertainment
TNB lctrcty Bll343,Bills & Utilities
iocl pump#9523 pos 77695,Fuel
decathlon imps 99083,Shopping
Fortis Hospital txn89694,Health & Medical
tata cliq 89851 chennai green fresh,Entertainment
neft flpkrt&5502 imps 77033,Shopping
more supermarket pos 66661,Groceries
general store#8605 imps 95801,Others
zee5 imps 29931,Entertainment
iJoMartGrocery#614,Groceries
urban company pune ref7660e8 ord,Services
RedBus,Travel
1mg pos 10364,Health & Medical
netflix pos 12740,Entertainment
amazon,Shopping
bookmyshow-7909,Entertainment
spencers@9943 pos 23376,Groceries
lcl krn pytm dl rlnc frsh nn srvcs,Groceries
gas bill imps 42361,Bills & Utilities
mum 33373 omni corp spotify txn,Shopping
BurgerKnig#925,Food & Dining
phonepe-BPCLPump-952,Fuel
imps airtel recharge#8142 upi c58117b6,Bills & Utilities
paymart txn hyd,Travel
mcdonalds,Food & Dining
flpkrt pytm 8439 csh wthdrwl grgn,Others
j mrt rd 88276 rf27b943 blr,Groceries
iocl pump#9523 pos 77695,Fuel
indigo hyd 39680 kfc,Food & Dining
hyd fortis express mart,Health & Medical
gas bill*193,Bills & Utilities
grofers pos 36519,Groceries
metro hyd bharat petroleum,Fuel
irctc-6007 pos 27642,Travel
NetflixSubscripiton#197,Entertainment
vpa zee5 imps 68357,Entertainment
netflix chennai 20537 1mg ref,Entertainment
phonepe barber%2847,Services
rapido upi bb5496b9,Travel
rapido upi 893aab35,Travel
misc payment upi 21ac648f,Others
86922 swiggy kol daily mart,Entertainment
Big Bazaar,Groceries
ola imps 14948,Travel
pay clinic 40025 fuel station del,Health & Medical
phonepe-PharmEasy-1865,Health & Medical
neft mcdonldss pos 64071,Food & Dining
max hospital pos 16464,Health & Medical
iocl pump,Fuel
gift shop imps 76992,Others
salon service upi 6f05561f,Services
phonepe rapido imps 91756,Travel
airtel recharge imps 62962,Bills & Utilities
gas bill,Bills & Utilities
reliance txn,Bills & Utilities
reliance fresh,Groceries
zomato,Food & Dining
imps rapido%6225 imps 30163,Travel
kfc upi b91682d1,Food & Dining
hppetpum ord3533,Fuel
unknown txn imps 33303,Others
1mg_9684,Health & Medical
electricity bill reliance pathlab pay mum,Bills & Utilities
air india pos 67543,Travel
bigbasket,Groceries
urban company upi e7f6b5be,Services
cafecoffee imps 81741,Food & Dining
ac service imps 71980,Services
spencers upi 91bc40f7,Groceries
ola,Travel
imps hpcl pump imps 92430,Fuel
tt clq blr 97531 strbcks,Food & Dining
vijayawada clinic gpay,Health & Medical
hotel saravana pos 9791,Food & Dining
ajio upi 61b4a9ab,Shopping
pay blr green fresh ref93f4a8 86069,Entertainment
indigo airlines imps 86123,Travel
gpay rapido pos 1846,Travel
kol 10925 pos bharat petroleum car wash,Services
zomato pos 91236,Food & Dining
electricity bill upi 0f4b13cb,Bills & Utilities
paytm-ShellFuelCentre-9888,Fuel
chennai pathlab uber,Health & Medical
gpay amazon,Shopping
mum 94936 txn vendor payment,Others
indigo airlines pos 46004,Travel
bookmyshow pos 47501,Entertainment
burger king upi d54f0449,Food & Dining
gpy grn frsh pn 81666,Food & Dining
apollo pharmacy upi a31be785,Health & Medical
rd wtr bll,Bills & Utilities
45211 rf2d26 grgn phrmsy gs bll p,Health & Medical
dl 52880 prkng f cty plz ptrl pmp,Others
utr transfer imps 52669,Others
vpa decathlon@4154 pos 51498,Shopping
Uber Rides,Travel
broadband broadband pay,Bills & Utilities
house cleaning upi c7fe3991,Services
myntra blr green fresh 31085 txn,Health & Medical
bookmyshow imps 31810,Entertainment
pune ord 23120 city plaza ref16f61d,Entertainment
unknown txn,Others
61985 vijayawada pay misc payment,Others
ACRepaireSrvice#498,Services
netflix imps 78377,Entertainment
transfer upi ad6a3d53,Others
hpcl pump upi e9fca0ee,Fuel
saravana hotel gpay,Food & Dining
bookmyshow imps 38517,Entertainment
shell fuel pos 98641,Fuel
water can delivery pos 29371,Services
barber upi be9712d1,Services
ola,Travel
Phrmsy510,Health & Medical
pay bookmyshow paymart kfc 41465 noida,Entertainment
omni corp hyd upi,Food & Dining
bookmyshow imps 30167,Entertainment
chennai txn zomato 28093,Food & Dining
max hospital pos 16464,Health & Medical
neft kfc imps 96941,Food & Dining
water can delivery upi f8286a75,Services
ndg rlnc pn nknwn txn txn,Travel
1mg pos 82379,Health & Medical
hotstar&9898 upi e005e165,Entertainment
ola!1340,Travel
water bill,Bills & Utilities
house cleaning,Services
urban company upi da792126,Services
sggy/3963 pos 36312,Food & Dining
amz pos 83026,Shopping
phonepe iocl pump pos 57401,Fuel
ola_3155 pos 43601,Travel
mcdonldss imps 64050,Food & Dining
imps decathlon imps 83253,Shopping
hpcl pump,Fuel
imps transfer#6294 imps 52705,Others
jio postpaid!6746 pos 24174,Bills & Utilities
misc payment,Others
gpay dth recharge_3596 imps 81832,Bills & Utilities
gpay-SalonService-3732,Services
vpa salon service*1301 imps 35030,Services
ref parking fee noida car wash,Others
upi txn zee5_5343 pos 57141,Entertainment
barber pos 82489,Services
hyd ntflx py 27323,Entertainment
pn mrt grgn 85893,Services
imps jio postpaid!1368,Bills & Utilities
vpa general store imps 26969,Others
ref70f430 32323 ac repair,Services
ajio imps 58848,Shopping
myntra pos 63950,Shopping
dominos pos 37639,Food & Dining
red ord1849,Travel
paytm apollo pharmacy/1993 imps 63255,Health & Medical
paytm-VasanEyeCare-2763,Health & Medical
spencers,Groceries
pay onepay metro ticket 16315 hyd,Food & Dining
amazon pos 21281,Shopping
gas bill imps 96545,Bills & Utilities
subway pos 10526,Food & Dining
service/8974 salon,Services
urban company upi 2cccd153,Services
general store upi 83988ff3,Others
vpa ola*4172,Travel
reliance fresh pos 15736,Groceries
neft apollo pharmacy upi bfbfa5ea,Health & Medical
hindustan petroleum,Fuel
general store upi 39a344af,Others
pathlab imps 72673 vijayawada,Health & Medical
flipkrt,Shopping
amazon,Shopping
upi txn transfer&2763 imps 76393,Others
pharmeasy upi e6136d98,Health & Medical
1mg fortis omni corp chennai,Health & Medical
paytm hotel saravana%7912 imps 32142,Food & Dining
cleaning*5406 vpa house,Services
neft 1mg!7346 imps 22980,Health & Medical
ptrl bpcl vpa,Fuel
gas bill,Bills & Utilities
upi txn dmart,Groceries
unknown txn imps 60667,Others
bookmyshow,Entertainment
pos uber 59963 mum,Travel
house cleaning,Services
ref3ccdeb card quickpay 18350 pune,Services
imps sony liv-6892,Entertainment
dth tata cliq chennai txn,Bills & Utilities
mak ord6830,Travel
tneelebi ord1375,Bills & Utilities
india@4337 air,Travel
gpay indianoilfuelstation5867,Fuel
Vasan Eye Care txn29074,Health & Medical
vendor payment gurgaon,Others
shell blr fortis 60449,Health & Medical
dl 99977 gs bll msc pymnt rfb2bbc0,Others
burger king%3368 pos 23935,Food & Dining
max phonepe hspitl&1864 imps 63217,Health & Medical
cliq!6386 phonepe tata pos 9575,Shopping
grofers imps 94176,Groceries
vijayawada burger king green fresh 43429 ord,Food & Dining
neft burger king imps 18569,Food & Dining
1mg-852 upi 0d5f2602,Health & Medical
3119 urban mall gurgaon ref ola,Entertainment
zomato upi 7a0e30c8,Food & Dining
unknown txn gpay upi 799c8d45,Others
ola pos 82736,Travel
uber upi 24262a99,Travel
cleaning gpay house,Services
medplus pos 98907,Health & Medical
pay big bazaar blr cash withdrawal urban mall reffded23,Others
bpcl petrl,Fuel
1mg pos 98072,Health & Medical
airtel recharge pos 5085,Bills & Utilities
sony liv,Entertainment
utr house cleaning!4462 imps 14156,Services
upi refb18eb0 electrician nykaa,Shopping
j191,Shopping
WaterBoadrPayment#663,Bills & Utilities
grofers imps 58692,Groceries
indigo airlines imps 38549,Travel
airlines indigo,Travel
48557 imps cash withdrawal noida pvr onepay,Entertainment
IOCL Outlet txn82033,Fuel
decathlon pos 89696,Shopping
ac service upi 11bd066b,Services
general store pos 68593,Others
zee5 upi 0318411c,Entertainment
electricity neft bill@5814,Bills & Utilities
caswit ord5422,Others
urban company,Services
sony liv upi 231d4387,Entertainment
ref no#tatacliq5111,Shopping
myn ord1753,Shopping
shefuece ord5637,Fuel
Dish TV Recharge txn87840,Bills & Utilities
dth recharge imps 62902,Bills & Utilities
23035 gs bll grn frsh chnn gpy,Bills & Utilities
pharmeasy-8197,Health & Medical
gurgaon plumber gas bill paytm,Bills & Utilities
irctc@4215,Travel
neft sony liv upi 0037cab1,Entertainment
bpcl petrol imps 14885,Fuel
utr max hsptl imps 20715,Health & Medical
ola-5710,Travel
Swiggy txn32300,Food & Dining
vpa zmto upi 50429c4f,Food & Dining
ac service pos 61013,Services
gas bill upi ff40995a,Bills & Utilities
store#9183 general,Others
gpay bookmyshow@493 upi df815294,Entertainment
paytm shellfuelcentre3667,Fuel
medplus upi 59b7ee45,Health & Medical
salon service imps 20550,Services
flipkrt pos 59053,Shopping
unknown txn imps 99398,Others
upi txn gas bill upi 21c002b9,Bills & Utilities
imps misc payment pos 83526,Others
paytm gas bill dmart 17656,Groceries
hindustan petroleum upi bf06f34e,Fuel
grofers imps 32610,Groceries
caswit ord2049,Others
Jiva Ayurveda txn85178,Health & Medical
phonepe amzn prime imps 25375,Entertainment
rf mm bhrt ptrlm sptfy 34907,Entertainment
upi txn urban company@1084 imps 71984,Services
jio postpaid,Bills & Utilities
burger king,Food & Dining
gpay ajio,Shopping
imps gas bill upi 0cd201ea,Bills & Utilities
Frts Hsptl154,Health & Medical
paytm dmart%6969 pos 99815,Groceries
bpcl petrl!9884 upi c8b29fc8,Fuel
salon service,Services
gift shop upi 058bd038,Others
swiggy prime mart 58834 decathlon imps hyd,Food & Dining
swiggy imps 85980,Food & Dining
indigo airlines pos 4475,Travel
paytm-ApolloPharmacy-3219,Health & Medical
70352 vjywd prkng f,Others
phonepe pharmeasy,Health & Medical
dth recharge imps 21681,Bills & Utilities
paytm-ParkingFee-1232,Others
bigbasket imps 85687,Groceries
upi star services tata cliq mum 77737,Services
misc payment_2573,Others
myntra imps 60497,Shopping
vpa dmart,Groceries
vpa house cleaning@4103 imps 73181,Services
imps flpcrt imps 97967,Shopping
apopha ord6402,Health & Medical
hindustan petroleum imps 89589,Fuel
decathlon upi 073f8192,Shopping
paytm-Zomato-5380,Food & Dining
netflix,Entertainment
65719 imps vendor payment,Others
uber@5379 neft upi 8ad840bd,Travel
urban company union services gurgaon 58312 ref3db940,Services
decathlon_1415 pos 88917,Shopping
phonepe-HotstarPremium-2787,Entertainment
amaon@2947,Shopping
medplus upi 59b7ee45,Health & Medical
transfer,Others
d-m ord9795,Groceries
rbn mll mm 14978,Travel
vijayawada ord air india,Travel
chennai electricity bill urban mall 11219,Bills & Utilities
general store pos 40108,Others
netflix cafe pos chennai,Entertainment
ola upi 2925fc63,Travel
medplus imps 54855,Health & Medical
pharmeasy upi 1d20c309,Health & Medical
rapido imps 61079,Travel
netflix upi 2b1e1635,Entertainment
gift vpa shop imps 63074,Others
netflix%7559 pos 36695,Entertainment
imps spencers*259 upi a9e4eeb7,Groceries
paytm meesho*9508 upi c91b4a06,Shopping
urban company,Services
phonepe inoxmovies1851,Entertainment
76308 nd glbl strs,Bills & Utilities
vijayawada iocl 75011 ajio,Fuel
reliance fresh imps 59701,Groceries
Misc Payment txn52592,Others
9825 dominos refb47193,Food & Dining
paytm hotel saravana#4012 imps 87085,Food & Dining
mum imps dominos petrol pump city plaza,Fuel
Vasan Eye Care,Health & Medical
myntra imps 81677,Shopping
IndianOil Fuel Station txn98173,Fuel
misc payment upi 3125cf57,Others
apollo pharmacy imps 23007,Health & Medical
reliance fresh,Groceries
imps daily mart gurgaon 66083,Fuel
reliance fresh pos 25388,Groceries
pos id#jivaayurveda3861,Health & Medical
reliance fresh pos 84484,Groceries
ref star services 99426 swiggy,Entertainment
decathlon upi bb6511a6,Shopping
neft decathlon-2832 pos 34728,Shopping
Air India txn79890,Travel
kol paytm air india refa745b1 irctc,Travel
rapido pos 55173,Travel
blink go cab upi b221ff73,Travel
trf#housecleaningservice1601,Services
TtClq63,Shopping
upi txn dominos#145 upi 7251a971,Food & Dining
vpa dth recharge imps 84419,Bills & Utilities
unknown txn pos 55712,Others
service&2409 ac imps 82087,Services
AiIrndia#192,Travel
38969 mtr py,Entertainment
ajio imps 41169,Shopping
house cleaning,Services
spencers imps 29146,Groceries
fortis omni corp spotify ref pune,Health & Medical
38899 metro electrician ref256361 del,Others
iocl pump upi 0b7d2465,Fuel
max hospital pos 4082,Health & Medical
apollo pharmacy%8304 imps 51134,Health & Medical
big bazaar imps 98727,Groceries
reliance fresh imps 16395,Groceries
misc payment_2573,Others
1mg#338 pos 49636,Health & Medical
bill electricity imps 51234,Bills & Utilities
general store upi 39a344af,Others
water bill pos 91760,Bills & Utilities
TNEBElcetricityBill#539,Bills & Utilities
91253 paytm ola metro ticket,Travel
neft 1mg/8896 imps 69933,Health & Medical
cafecoffee pos 18723,Food & Dining
hyd ptrl pmp rlnc 77215,Others
pump%8493 iocl gpay pos 11487,Fuel
IRCTC txn63895,Travel
gpay tata cliq imps 51327,Shopping
pump utr hpcl imps 37099,Fuel
phonepe pizza hut*3419 imps 25360,Food & Dining
phonepe-Starbucks-4736,Food & Dining
subway upi 05185281,Food & Dining
airtel recharge#4088 upi 72a6b665,Bills & Utilities
urban company-3166 imps 79473,Services
paytm hotstar,Entertainment
decathlon,Shopping
apollo pharmacy upi 47c7fcff,Health & Medical
pvr union services,Entertainment
general vpa store imps 53208,Others
irctc pos 9087,Travel
electricity bill imps 12645,Bills & Utilities
misc payment pos 33089,Others
redbus gpay vijayawada pharmeasy daily mart 21454,Health & Medical
urban company pos 39923,Services
transfer imps 27291,Others
netflix upi 2e7f0253,Entertainment
hpcl chnn p,Fuel
bigbasket imps 62332,Groceries
received from reliancefresh5385,Groceries
80643 fuel station green fresh blr,Fuel
ord#jiomartgrocery8057,Groceries
neft misc payment#2994 pos 48887,Others
water bill pos 62516,Bills & Utilities
broadband dmart gpay 69482,Bills & Utilities
neft big bazaar*2260,Groceries
liv sony upi 161d6883,Entertainment
zomato,Food & Dining
myntra pos 19876,Shopping
vpa electricity bill#3657,Bills & Utilities
unknown txn-1368 upi 633b968a,Others
sony liv%591 imps 42919,Entertainment
tata cliq,Shopping
utr water can delivery imps 88288,Services
misc payment imps 42306,Others
barber,Services
neft spencers pos 14075,Groceries
barber%5542 imps 54062,Services
blr txn gas bill omni corp 3445 flipkart,Bills & Utilities
83338 shell uber paytm,Fuel
metro gas bill mum refb301a4,Shopping
19502 pune travelmart,Entertainment
vpa sony liv imps 87010,Entertainment
csh wthdrwl gbb 14444,Travel
neft zee5_9943 imps 62222,Entertainment
more supermarket imps 46577,Groceries
utr medplus upi b88f392b,Health & Medical
water bill imps 27822,Bills & Utilities
general store upi 71a40ce0,Others
txn big bazaar,Groceries
meesho_8715 upi 802ebfe1,Shopping
iocl pump pos 27784,Fuel
bpcl petr@8470,Fuel
phonepe-Spotify-8673,Entertainment
apollo pharmacy upi a54f4986,Health & Medical
mcdonalds pos 22527,Food & Dining
carwasse ord4927,Services
gas bill imps 48597,Bills & Utilities
gpay noida cash withdrawal big bazaar,Others
salon service imps 20550,Services
ord#rapidobiketaxi9899,Travel
hotel vpa saravana*792 imps 50121,Food & Dining
paytm uber-2428,Travel
vpa urban company!4376,Services
spencers imps 55539,Groceries
parking fee prime mart gurgaon paytm 63250,Travel
myntra imps 60497,Shopping
utr gift shop!684 upi fee8616c,Others
paytm mcds_6593 pos 54125,Food & Dining
mum 6156 vendor payment daily mart,Others
gpay zee5 imps 76627,Entertainment
swiggy imps 76499,Food & Dining
imps dmart upi 85d6992d,Groceries
gift shop imps 33117,Others
netflix pos 47728,Entertainment
water can delivery imps 98373,Services
tata cliq%2468 upi 1e5b33d0,Shopping
upi txn gas bill upi 21c002b9,Bills & Utilities
misc payment@104,Others
phonepe pharmeasy imps 29911,Health & Medical
sony liv imps 51168,Entertainment
gas bill upi 230782bf,Bills & Utilities
pharmeasy imps 67763,Health & Medical
blink go cab imps 71546,Travel
medplus,Health & Medical
grofers pos 28955,Groceries
KFC txn8026,Food & Dining
water can delivery*5042 imps 37795,Services
iocl pump upi 86149d3e,Fuel
Rapido Bike Taxi txn42573,Travel
ref kol 26899 dth,Bills & Utilities
Shell Fuel Centre txn22860,Fuel
gas bill,Bills & Utilities
india air pos 6153,Travel
amazon imps 66395,Shopping
decathlon pos 80099,Shopping
unknown txn upi 6e8b2aa7,Others
phonepe iocl pump pos 57401,Fuel
IndiGo Airlines txn40563,Travel
nn srvcs ps vjywd rdbs,Services
Rpd Bk Tx822,Travel
neft company urban upi f59f78c8,Services
bookmyshow imps 77600,Entertainment
pharmeasy water bill gpay kol 62221,Health & Medical
kfc ajio card 50951 blr,Food & Dining
gpay amz prime,Entertainment
57388 noida local kirana upi,Groceries
rapido&1535 utr imps 15776,Travel
cash withdrawal 4066 ord kol,Others
tata cliq!3684 upi 1555b768,Shopping
paytm zomato1190,Food & Dining
zee5 pos 94418,Entertainment
amazon prime pos 79661,Entertainment
iocl upi pump txn imps 20942,Fuel
electricity bill imps 62045,Bills & Utilities
Uber Rides txn45729,Travel
bpcl paytm reliance fresh,Fuel
phonepe-MedPlus-8187,Health & Medical
Jv yrvd918,Health & Medical
ac service pos 98522,Services
dth recharge upi a829c3df,Bills & Utilities
gas bill imps 79343,Bills & Utilities
flpcrt-7057 upi 4b7cefca,Shopping
vijayawada 78926 1mg star services,Entertainment
gpay apollo pharmacy#4236,Health & Medical
myntra imps 11690,Shopping
1mg,Health & Medical
apollo pharmacy imps 88157,Health & Medical
pharmeasy imps 83218,Health & Medical
unknown txn imps 25707,Others
water bill imps 97451,Bills & Utilities
tata cliq travelmart 43480 vijayawada apollo,Shopping
water bill,Bills & Utilities
bpcl petrol upi dcc5b84f,Fuel
burger king,Food & Dining
electricity bill pos 6140,Bills & Utilities
netflix upi 13e9f3e3,Entertainment
bpcl petrol pos 54033,Fuel
water can delivery_3270 pos 73712,Services
ord burger king metro broadband 93471 chennai,Food & Dining
pharmeasy imps 13471,Health & Medical
more supermarket!5052 imps 48987,Groceries
amzn/3600 pos 46273,Shopping
vaseyeca ord6422,Health & Medical
amazon prime pos 70529,Entertainment
RICTC#437,Travel
Salon Service txn20902,Services
general store#8605 imps 95801,Others
noida 18455 fortis electricity bill,Health & Medical
utr jio postpaid%777,Bills & Utilities
ref no#urbancompany4725,Services
pay irctc union services 59123,Entertainment
electricity bill mum uber global stores,Travel
15524 p nd pn mrt brgr kng,Services
tata cliq imps 58516,Shopping
paytm dishtvrecharge8864,Bills & Utilities
hpcl 82541,Fuel
myntra upi 1ed14c68,Shopping
apollo pharmacy upi af2b794f,Health & Medical
kfc vpa pos 96518,Food & Dining
unknown txn imps 25707,Others
mastercard *hppetrolpump7202,Fuel
city plaza 96892 pos refbc2f65 ac repair chennai,Bills & Utilities
10968 unknown txn vijayawada pay,Others
swiggy upi ad1f38be,Food & Dining
salon pune pos electricity bill,Services
more supermarket-3527 upi 97ff3c5f,Groceries
spencers upi c7a5cebf,Groceries
union services vijayawada refdd9602 35631,Health & Medical
upi txn dth recharge imps 20735,Bills & Utilities
Jio Fiber Bill,Bills & Utilities
paytm decathlon_3920 pos 84761,Shopping
bpcl rtl rd dl,Bills & Utilities
irctc pos 35546,Travel
gpay salon service%1082,Services
pump hpcl pos 58052,Fuel
dl 91188 lcl krn str srvcs,Groceries
irctc!574 imps 77243,Travel
salon service upi 0f2c8e12,Services
big bazaar pay gurgaon 17826,Groceries
glbl strs chnn p rlnc frsh,Health & Medical
dth recharge pos 86250,Bills & Utilities
netflix pos 56058,Entertainment
gpay general store#644,Others
utr unknown txn&9503 imps 37847,Others
fastlane 88784 burger king,Entertainment
electricity bill pos 11577,Bills & Utilities
dominos pos 92407,Food & Dining
tneelebi ord7468,Bills & Utilities
hindustan petroleum imps 71305,Fuel
1mg Mdcns61,Health & Medical
phonepe hindustan ptrleum pos 36222,Fuel
phonepe hppetrolpump5823,Fuel
grofers,Groceries
imps housecleaningservice1356,Services
Phrmsy351,Health & Medical
Myntra txn25151,Shopping
